0.0485160000,0.0000000000,0.8841010000,0.0000000000,-0.0797500000,0.0000000000,0.0000000000,0.0797500000,0.0000000000
0.0485160000,-0.0000002385,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000009533,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000021436,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000038082,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000059464,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000085571,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000116394,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000151923,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000192148,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000237061,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000286651,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000340909,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000399826,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000463392,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000531597,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000604432,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000681887,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000763953,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000850621,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0000941879,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0001037720,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0001138134,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0001243111,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0001352641,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0001466715,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0001585323,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0001708456,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0001836105,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0001968259,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0002104910,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0002246047,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0002391661,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
0.0485160000,-0.0002541743,0.8841010000,-0.0000000000,-0.0797500000,-0.0000000000,-0.0000000000,0.0797500000,-0.0000000000
