0.0200000000,-0.0400000000,0.2400000000,0.0000000000,-0.0800000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0199999905,-0.0400005558,0.2400000000,0.0000000047,-0.0800000000,0.0000000031,-0.0000001373,0.0000000000,-0.0000001819
0.0199999622,-0.0400022203,0.2400000000,0.0000000189,-0.0800000000,0.0000000125,-0.0000005480,0.0000000000,-0.0000007259
0.0199999152,-0.0400049887,0.2400000000,0.0000000424,-0.0800000000,0.0000000281,-0.0000012299,0.0000000000,-0.0000016292
0.0199998496,-0.0400088565,0.2400000000,0.0000000752,-0.0800000000,0.0000000498,-0.0000021811,0.0000000000,-0.0000028891
0.0199997656,-0.0400138192,0.2400000000,0.0000001172,-0.0800000000,0.0000000776,-0.0000033993,0.0000000000,-0.0000045028
0.0199996634,-0.0400198720,0.2400000000,0.0000001683,-0.0800000000,0.0000001115,-0.0000048826,0.0000000000,-0.0000064677
0.0199995430,-0.0400270105,0.2400000000,0.0000002285,-0.0800000000,0.0000001514,-0.0000066289,0.0000000000,-0.0000087809
0.0199994046,-0.0400352299,0.2400000000,0.0000002977,-0.0800000000,0.0000001972,-0.0000086361,0.0000000000,-0.0000114397
0.0199992483,-0.0400445258,0.2400000000,0.0000003758,-0.0800000000,0.0000002490,-0.0000109022,0.0000000000,-0.0000144415
0.0199990744,-0.0400548935,0.2400000000,0.0000004628,-0.0800000000,0.0000003066,-0.0000134250,0.0000000000,-0.0000177834
0.0199988829,-0.0400663284,0.2400000000,0.0000005586,-0.0800000000,0.0000003700,-0.0000162026,0.0000000000,-0.0000214627
0.0199986740,-0.0400788259,0.2400000000,0.0000006630,-0.0800000000,0.0000004393,-0.0000192329,0.0000000000,-0.0000254767
0.0199984477,-0.0400923814,0.2400000000,0.0000007761,-0.0800000000,0.0000005142,-0.0000225138,0.0000000000,-0.0000298227
0.0199982044,-0.0401069903,0.2400000000,0.0000008978,-0.0800000000,0.0000005948,-0.0000260432,0.0000000000,-0.0000344979
0.0199979441,-0.0401226481,0.2400000000,0.0000010280,-0.0800000000,0.0000006810,-0.0000298191,0.0000000000,-0.0000394996
0.0199976669,-0.0401393500,0.2400000000,0.0000011666,-0.0800000000,0.0000007728,-0.0000338393,0.0000000000,-0.0000448250
0.0199973730,-0.0401570916,0.2400000000,0.0000013135,-0.0800000000,0.0000008702,-0.0000381019,0.0000000000,-0.0000504715
0.0199970625,-0.0401758682,0.2400000000,0.0000014687,-0.0800000000,0.0000009730,-0.0000426048,0.0000000000,-0.0000564362
0.0199967356,-0.0401956752,0.2400000000,0.0000016322,-0.0800000000,0.0000010813,-0.0000473459,0.0000000000,-0.0000627165
0.0199963925,-0.0402165080,0.2400000000,0.0000018038,-0.0800000000,0.0000011950,-0.0000523232,0.0000000000,-0.0000693095
0.0199960332,-0.0402383620,0.2400000000,0.0000019834,-0.0800000000,0.0000013140,-0.0000575345,0.0000000000,-0.0000762127
0.0199956579,-0.0402612327,0.2400000000,0.0000021711,-0.0800000000,0.0000014383,-0.0000629778,0.0000000000,-0.0000834232
0.0199952667,-0.0402851154,0.2400000000,0.0000023666,-0.0800000000,0.0000015679,-0.0000686511,0.0000000000,-0.0000909382
0.0199948598,-0.0403100055,0.2400000000,0.0000025701,-0.0800000000,0.0000017027,-0.0000745523,0.0000000000,-0.0000987552
0.0199944374,-0.0403358984,0.2400000000,0.0000027813,-0.0800000000,0.0000018426,-0.0000806793,0.0000000000,-0.0001068712
0.0199939995,-0.0403627896,0.2400000000,0.0000030002,-0.0800000000,0.0000019876,-0.0000870300,0.0000000000,-0.0001152837
0.0199935464,-0.0403906743,0.2400000000,0.0000032268,-0.0800000000,0.0000021378,-0.0000936024,0.0000000000,-0.0001239898
0.0199930781,-0.0404195482,0.2400000000,0.0000034609,-0.0800000000,0.0000022929,-0.0001003944,0.0000000000,-0.0001329868
0.0199925948,-0.0404494064,0.2400000000,0.0000037026,-0.0800000000,0.0000024530,-0.0001074040,0.0000000000,-0.0001422720
0.0199920967,-0.0404802445,0.2400000000,0.0000039517,-0.0800000000,0.0000026180,-0.0001146291,0.0000000000,-0.0001518426
0.0199915838,-0.0405120578,0.2400000000,0.0000042081,-0.0800000000,0.0000027879,-0.0001220676,0.0000000000,-0.0001616960
0.0199910564,-0.0405448417,0.2400000000,0.0000044718,-0.0800000000,0.0000029626,-0.0001297174,0.0000000000,-0.0001718293
0.0199905145,-0.0405785916,0.2400000000,0.0000047427,-0.0800000000,0.0000031421,-0.0001375766,0.0000000000,-0.0001822399
0.0199899584,-0.0406133030,0.2400000000,0.0000050208,-0.0800000000,0.0000033263,-0.0001456430,0.0000000000,-0.0001929249
0.0199893881,-0.0406489713,0.2400000000,0.0000053060,-0.0800000000,0.0000035152,-0.0001539145,0.0000000000,-0.0002038818
0.0199888038,-0.0406855917,0.2400000000,0.0000055981,-0.0800000000,0.0000037088,-0.0001623891,0.0000000000,-0.0002151077
0.0199882056,-0.0407231598,0.2400000000,0.0000058972,-0.0800000000,0.0000039069,-0.0001710648,0.0000000000,-0.0002265998
0.0199875937,-0.0407616709,0.2400000000,0.0000062031,-0.0800000000,0.0000041096,-0.0001799394,0.0000000000,-0.0002383555
0.0199869683,-0.0408011205,0.2400000000,0.0000065159,-0.0800000000,0.0000043168,-0.0001890110,0.0000000000,-0.0002503721
