0.0000000000,0.2438025998,-0.2352457740,-0.0165527881,-0.0118276635,-0.0945051982,0.2245643590,0.2089733328,0.2270233534,0.0289984710,0.0439252423,-0.1187003660,-0.2530463871,0.0598533440,0.0019257719,-0.0723929762,0.0935484087,-0.2156802840,0.0816255410,0.1002277314,-0.2977625952
0.0000000000,0.2418626663,-0.2325464478,-0.0158766773,-0.0092628585,-0.0940284790,0.2084876077,0.2080730920,0.2262465073,0.0295794911,0.0439143515,-0.1177922189,-0.2441480004,0.0577813764,-0.0036788556,-0.0717229617,0.0877688033,-0.2086843063,0.0819589687,0.1037410443,-0.2993951762
0.0000000000,0.2394834335,-0.2304262218,-0.0163249564,-0.0079748788,-0.0933839987,0.1965844622,0.2063303807,0.2256969032,0.0290913923,0.0444163082,-0.1168871784,-0.2351984756,0.0573970898,-0.0043243150,-0.0713909303,0.0870110337,-0.2094393357,0.0812829503,0.1021944208,-0.2978493380
0.0000000000,0.2360906879,-0.2286730386,-0.0169481035,-0.0055689966,-0.0930871531,0.1840917444,0.2043517009,0.2250012149,0.0286881340,0.0448924340,-0.1162209862,-0.2268921046,0.0569312265,-0.0041647867,-0.0712925984,0.0858499359,-0.2084331534,0.0805985544,0.1002246247,-0.2955865187
0.0000000000,0.2310667577,-0.2264336066,-0.0181012809,-0.0014837753,-0.0933181474,0.1734075194,0.2012174387,0.2245212494,0.0282111006,0.0467267227,-0.1163662500,-0.2184488998,0.0559021105,-0.0032313270,-0.0714658922,0.0848018832,-0.2077084927,0.0797969072,0.0984109484,-0.2938855208
0.0000000000,0.2266332723,-0.2244814559,-0.0190948969,0.0025116998,-0.0939997509,0.1637465461,0.1981721882,0.2227907554,0.0283347048,0.0491922970,-0.1171133032,-0.2121000902,0.0548421197,-0.0031359256,-0.0716741448,0.0839682266,-0.2062682470,0.0791986956,0.0970800127,-0.2923560887
0.0000000000,0.2229542928,-0.2229253203,-0.0199291119,0.0061509679,-0.0952040630,0.1562244213,0.1949012666,0.2222479580,0.0286407832,0.0524560452,-0.1178861001,-0.2085993087,0.0540431429,-0.0027969425,-0.0714684054,0.0837823316,-0.2058710101,0.0788839255,0.0958517372,-0.2914232103
0.0000000000,0.2189660409,-0.2215473829,-0.0204684535,0.0105216319,-0.0960946347,0.1464471043,0.1917825378,0.2198008319,0.0293754097,0.0554889038,-0.1189306448,-0.2058151595,0.0531986304,-0.0036997629,-0.0717458604,0.0829991500,-0.2040068239,0.0785426438,0.0951928929,-0.2904997566
0.0000000000,0.2166274742,-0.2204977418,-0.0210265051,0.0139691773,-0.0973219676,0.1378798764,0.1901078944,0.2177032952,0.0298521290,0.0580380968,-0.1200446884,-0.2017424337,0.0530377809,-0.0042069469,-0.0713286569,0.0831644502,-0.2037209389,0.0782135968,0.0943334753,-0.2890657940
0.0000000000,0.2139808570,-0.2200074789,-0.0212387371,0.0169055646,-0.0979450327,0.1278980243,0.1881154265,0.2155903996,0.0301086400,0.0600283656,-0.1210219157,-0.1962319057,0.0523426163,-0.0046953563,-0.0718792036,0.0840610956,-0.2040295132,0.0781352316,0.0939153817,-0.2883715021
0.0000000000,0.2096740825,-0.2180352568,-0.0220984165,0.0213072588,-0.0994877467,0.1214280888,0.1845636815,0.2152964861,0.0301757305,0.0637814169,-0.1228871666,-0.1927044207,0.0512105608,-0.0044179188,-0.0727306276,0.0840092942,-0.2036293092,0.0778787554,0.0934210520,-0.2875536408
0.0000000000,0.2065481978,-0.2161302299,-0.0226510750,0.0234489523,-0.1000825898,0.1147361299,0.1810403853,0.2152223096,0.0304972376,0.0675860601,-0.1248734385,-0.1871389148,0.0496548965,-0.0045220922,-0.0731121216,0.0839969024,-0.2028337881,0.0779849413,0.0939204955,-0.2877407401
0.0000000000,0.2039890215,-0.2166944949,-0.0229987621,0.0263493055,-0.1018943987,0.1073118483,0.1788545350,0.2143850752,0.0307813248,0.0702485599,-0.1263146965,-0.1811735539,0.0487335023,-0.0047313206,-0.0735124303,0.0865896763,-0.2058493680,0.0778924563,0.0942107786,-0.2878145675
0.0000000000,0.2032051942,-0.2162084207,-0.0235040523,0.0347125568,-0.1061257575,0.1019015196,0.1810829713,0.2109136153,0.0311179814,0.0724363476,-0.1281696848,-0.1729924452,0.0512764121,-0.0067139605,-0.0734125975,0.0873371310,-0.2069117499,0.0784248166,0.0947485669,-0.2883156515
0.0000000000,0.2031264798,-0.2162602570,-0.0235098817,0.0367992899,-0.1072010723,0.0969648209,0.1812252157,0.2095990333,0.0314145303,0.0736710982,-0.1303154275,-0.1728435163,0.0518772766,-0.0079323312,-0.0739484136,0.0886096680,-0.2085336844,0.0787463935,0.0950613823,-0.2884102484
0.0000000000,0.2015108285,-0.2164134969,-0.0241051961,0.0394865733,-0.1084532587,0.0932431506,0.1801663244,0.2076226225,0.0310876999,0.0756119742,-0.1317186198,-0.1677786057,0.0518198378,-0.0084121449,-0.0740339347,0.0907287595,-0.2103734359,0.0789918915,0.0957785555,-0.2897691617
0.0000000000,0.2020527532,-0.2164508469,-0.0238846214,0.0399365716,-0.1098723860,0.0883522494,0.1795844317,0.2059774751,0.0314703808,0.0776994752,-0.1336488667,-0.1661693074,0.0518645531,-0.0090836254,-0.0745873961,0.0874911563,-0.2026568117,0.0797235161,0.0959701752,-0.2896918436
